Código de Entidad;Descripción de Entidad;Fecha de Información;Nombre completo del Préstamo Personal;Nombre corto del Préstamo Personal;Denominación;Monto máximo otorgable;Monto mínimo otorgable;Plazo máximo otorgable;Ingreso mínimo mensual solicitado;Antigüedad laboral mínima (meses);Edad máxima solicitada;Relación cuota/ingreso (%);Beneficiario;Cargo máximo por cancelación anticipada;Tasa efectiva anual máxima;Tipo de Tasa;Costo financiero efectivo total máximo;Cuota inicial a plazo máximo cada $10.000;Territorio de validez de la oferta;Más información
55486;TODOPAY S.R.L.;2026-06-30;MEDICAL CORPORATIVE;030;Pesos;2000000;100000;24;400000;12;70;30,00;Todos los beneficiarios;,00;197,10;Fija;197,10;1748,00;Todo el territorio nacional;
55486;TODOPAY S.R.L.;2026-06-30;COOP DV DEC 352 FFAA;58;Pesos;4000000;100000;24;0;12;65;30,00;Todos los beneficiarios;,00;404,00;Fija;404,00;1496,00;Todo el territorio nacional;
55486;TODOPAY S.R.L.;2026-06-30;COOP DA VINCI GCBA;56;Pesos;4000000;100000;24;0;12;65;30,00;Todos los beneficiarios;,00;404,00;Fija;404,00;1496,00;Todo el territorio nacional;
55486;TODOPAY S.R.L.;2026-06-30;ICBA;023;Pesos;2000000;100000;24;400000;12;70;30,00;Todos los beneficiarios;,00;197,10;Fija;197,10;1748,00;Todo el territorio nacional;
55486;TODOPAY S.R.L.;2026-06-30;RED DIALMED SA;53;Pesos;2000000;100000;24;400000;12;70;30,00;Todos los beneficiarios;,00;197,10;Fija;197,10;1748,00;Todo el territorio nacional;
55486;TODOPAY S.R.L.;2026-06-30;ROSARIO DEL PLATA;022;Pesos;2000000;100000;24;400000;12;70;30,00;Todos los beneficiarios;,00;197,10;Fija;197,10;1748,00;Todo el territorio nacional;
55486;TODOPAY S.R.L.;2026-06-30;MUT AMBAS GCBA;02;Pesos;6000000;100000;24;0;12;65;,00;Todos los beneficiarios;,00;590,00;Fija;590,00;1506,00;Todo el territorio nacional;
55486;TODOPAY S.R.L.;2026-06-30;RENARD SEGURIDAD;025;Pesos;2000000;100000;24;400000;12;70;30,00;Todos los beneficiarios;,00;197,10;Fija;197,10;1748,00;Todo el territorio nacional;
55486;TODOPAY S.R.L.;2026-06-30;DIAVERUM ARGENTINA;023;Pesos;2000000;100000;24;400000;12;70;30,00;Todos los beneficiarios;,00;197,10;Fija;197,10;1748,00;Todo el territorio nacional;
55486;TODOPAY S.R.L.;2026-06-30;COOP PROVISION SERV;029;Pesos;2000000;100000;24;400000;12;70;30,00;Todos los beneficiarios;,00;197,10;Fija;197,10;1748,00;Todo el territorio nacional;
55486;TODOPAY S.R.L.;2026-06-30;COOPERATIVA LA BS AS;019;Pesos;2000000;100000;24;400000;12;70;30,00;Todos los beneficiarios;,00;197,10;Fija;197,10;1748,00;Todo el territorio nacional;
55486;TODOPAY S.R.L.;2026-06-30;BELBI SRL;028;Pesos;2000000;100000;24;400000;12;70;30,00;Todos los beneficiarios;,00;197,10;Fija;197,10;1748,00;Todo el territorio nacional;
55486;TODOPAY S.R.L.;2026-06-30;CORPO MEDICA;022;Pesos;2000000;100000;24;400000;12;70;30,00;Todos los beneficiarios;,00;197,10;Fija;197,10;1748,00;Todo el territorio nacional;
55486;TODOPAY S.R.L.;2026-06-30;NEPHROLOGY SA;025;Pesos;2000000;100000;24;400000;12;70;30,00;Todos los beneficiarios;,00;197,10;Fija;197,10;1748,00;Todo el territorio nacional;
55486;TODOPAY S.R.L.;2026-06-30;CLINICA PRIVADA BECCAR;024;Pesos;2000000;100000;24;400000;12;70;30,00;Todos los beneficiarios;,00;197,10;Fija;197,10;1748,00;Todo el territorio nacional;
55486;TODOPAY S.R.L.;2026-06-30;MUT SALUD 14 DE JUL;015;Pesos;2000000;100000;24;400000;12;70;30,00;Todos los beneficiarios;,00;197,10;Fija;197,10;1748,00;Todo el territorio nacional;
55486;TODOPAY S.R.L.;2026-06-30;GC  SEGURIDAD  SA;024;Pesos;2000000;100000;24;400000;12;70;30,00;Todos los beneficiarios;,00;197,10;Fija;197,10;1748,00;Todo el territorio nacional;
55486;TODOPAY S.R.L.;2026-06-30;SANAT MATER DEI;020;Pesos;2000000;100000;24;400000;12;70;30,00;Todos los beneficiarios;,00;197,10;Fija;197,10;1748,00;Todo el territorio nacional;
55486;TODOPAY S.R.L.;2026-06-30;SUVIM SA;027;Pesos;2000000;100000;24;400000;12;70;30,00;Todos los beneficiarios;,00;197,10;Fija;197,10;1748,00;Todo el territorio nacional;
55486;TODOPAY S.R.L.;2026-06-30;HOSPITAL ITALIANO;027;Pesos;2000000;100000;24;400000;12;70;30,00;Todos los beneficiarios;,00;197,10;Fija;197,10;1748,00;Todo el territorio nacional;
55486;TODOPAY S.R.L.;2026-06-30;CEMIC;021;Pesos;2000000;100000;24;400000;12;70;30,00;Todos los beneficiarios;,00;197,10;Fija;197,10;1748,00;Todo el territorio nacional;
55486;TODOPAY S.R.L.;2026-06-30;PRIVADOS CBU;013;Pesos;5000000;100000;24;800000;12;65;30,00;Todos los beneficiarios;,00;590,00;Fija;590,00;1716,00;Todo el territorio nacional;
55486;TODOPAY S.R.L.;2026-06-30;FUND HOSPITALARIA;018;Pesos;2000000;100000;24;400000;12;70;30,00;Todos los beneficiarios;,00;197,10;Fija;197,10;1748,00;Todo el territorio nacional;
55486;TODOPAY S.R.L.;2026-06-30;NEFRA MEDICAL CARE;017;Pesos;2000000;100000;24;400000;12;70;30,00;Todos los beneficiarios;,00;197,10;Fija;197,10;1748,00;Todo el territorio nacional;
55486;TODOPAY S.R.L.;2026-06-30;MUTUAL AMBAS CBU;030;Pesos;700000;100000;18;0;12;65;30,00;Todos los beneficiarios;,00;590,00;Fija;590,00;1826,00;Todo el territorio nacional;
55486;TODOPAY S.R.L.;2026-06-30;PRIVAMED SA;57;Pesos;2000000;100000;24;400000;12;70;30,00;Todos los beneficiarios;,00;197,10;Fija;197,10;1748,00;Todo el territorio nacional;
55486;TODOPAY S.R.L.;2026-06-30;UNIVERSIDAD AUSTRAL;026;Pesos;2000000;100000;24;400000;12;70;30,00;Todos los beneficiarios;,00;197,10;Fija;197,10;1748,00;Todo el territorio nacional;
55486;TODOPAY S.R.L.;2026-06-30;INSTITUT NEFROLOGIA;025;Pesos;2000000;100000;24;400000;12;70;30,00;Todos los beneficiarios;,00;197,10;Fija;197,10;1748,00;Todo el territorio nacional;
55486;TODOPAY S.R.L.;2026-06-30;FOSCHI FONSECA SRL;46;Pesos;2000000;100000;24;400000;12;70;30,00;Todos los beneficiarios;,00;197,10;Fija;197,10;1748,00;Todo el territorio nacional;
55486;TODOPAY S.R.L.;2026-06-30;PYMES EMPRENDEDORES;54;Pesos;10000000;500000;18;0;0;65;30,00;Todos los beneficiarios;,00;590,00;Fija;590,00;1765,00;Todo el territorio nacional;
55492;Asociación Mutual de Trabajadores Argentinos Estatales;2026-05-15;AE DECRETO 14 HABERES LOCAL;HABERES DECRETO 14;Pesos;8800000;80000;36;0;6;60;30,00;Empleados públicos;15,00;126,48;Fija;126,48;762,00;Todo el territorio nacional;
55493;OPENCRED SA;2026-04-28;PRESTAMOS MERCADO ABIERTO;ABIERTO;Pesos;1000000;50000;12;300000;6;65;30,00;Todos los beneficiarios;15,00;1337,48;Fija;2252,47;173456,00;Todo el territorio nacional;0
55493;OPENCRED SA;2026-04-28;PRESTAMOS MUTUALES;MUTUALES;Pesos;2000000;50000;24;300000;6;65;30,00;Todos los beneficiarios;15,00;382,44;Fija;555,22;313896,00;Todo el territorio nacional;0
55494;Mifloder SAS;2026-05-08;PREXTAMO;PREXTAMO;Pesos;500000;7000;12;0;0;100;35,00;Todos los beneficiarios;,00;652,00;Fija;999,99;2327,00;Todo el territorio nacional;SIN COMENTARIOS
55505;Cash Market SA;2026-06-11;CASH MARKET;MENSUAL;Pesos;800000;160000;10;400000;0;0;,00;Todos los beneficiarios;,00;791,61;Fija;957,85;113229,00;Provincia de Buenos Aires;
55506;CYFSA S.A.;2026-06-18;PRESTAMOS PERSONALES SAN JUAN;PRESTAMOS SJ;Pesos;1000000;50000;12;0;12;63;40,00;Empleados públicos;10,00;689,00;Fija;694,00;225852,00;Provincia de San Juan;PRESTAMOS PERSONALES SAN JUAN
55506;CYFSA S.A.;2026-06-18;PRESTAMOS PERSONALES CABA;PRESTAMOS;Pesos;7000000;100000;24;0;12;63;40,00;Empleados públicos;10,00;198,00;Fija;203,00;114300,00;Ciudad Autónoma de Buenos Aires;PRESTAMOS PERSONALES CABA
55507;FINANZAS DIGITALES SAS;2026-06-11;GO PREMIUM;GO PREMIUM;Pesos;200000;1500;6;0;0;100;,00;Todos los beneficiarios;,00;430,39;Fija;632,41;286271,00;Todo el territorio nacional;
55507;FINANZAS DIGITALES SAS;2026-06-11;GO ADELANTOS;GO ADELANTOS;Pesos;50000;1000;1;0;0;100;,00;Todos los beneficiarios;,00;686,33;Fija;1063,06;13125,00;Todo el territorio nacional;
55512;TRADING PROFIT S.A.;2025-08-12;CREDITO PERSONAL TOTAL;PERSONAL TOTAL;Pesos;3000000;50000;24;0;6;64;35,00;Personas humanas en relación de dependencia;30,00;992,49;Fija;992,49;248368,00;Provincia de Santa Fe;EXCEPTO QUE AL MOMENTO DE EFECTUAR LA CANCELACION ANTICIPADA HAYA TRANSCURRIDO AL MENOS LA CUARTA PARTE DEL PLAZO ORIGINAL DE LA FINANCIACION O 180 DIAS CORRIDOS DESDE SU OTORGAMIENTO DE AMBOS EL MAYOR
55513;IXPAY SA;2026-06-19;2;2;Pesos;400000;1000;4;0;6;100;35,00;Personas humanas en relación de dependencia;,00;360,00;Fija;360,00;550000,00;Provincia de Corrientes;
55513;IXPAY SA;2026-06-19;2;2;Pesos;400000;1000;4;0;6;100;35,00;Personas humanas en relación de dependencia;,00;360,00;Fija;360,00;550000,00;Provincia de San Juan;
55513;IXPAY SA;2026-06-19;1;1;Pesos;400000;1000;4;0;6;100;35,00;Personas humanas en relación de dependencia;,00;540,00;Fija;540,00;700000,00;Provincia de Entre Ríos;
55513;IXPAY SA;2026-06-19;2;2;Pesos;400000;1000;4;0;6;100;35,00;Personas humanas en relación de dependencia;,00;360,00;Fija;360,00;550000,00;Provincia de Tierra del Fuego Antártida e Islas del Atlántico Sur;
55513;IXPAY SA;2026-06-19;3;3;Pesos;600000;1000;4;0;6;100;35,00;Personas humanas en relación de dependencia;,00;168,00;Fija;168,00;390000,00;Provincia de Entre Ríos;
55513;IXPAY SA;2026-06-19;2;2;Pesos;400000;1000;4;0;6;100;35,00;Personas humanas en relación de dependencia;,00;360,00;Fija;360,00;550000,00;Provincia de Mendoza;
55513;IXPAY SA;2026-06-19;1;1;Pesos;400000;1000;4;0;6;100;35,00;Personas humanas en relación de dependencia;,00;540,00;Fija;540,00;700000,00;Provincia de Córdoba;
55513;IXPAY SA;2026-06-19;2;2;Pesos;400000;1000;4;0;6;100;35,00;Personas humanas en relación de dependencia;,00;360,00;Fija;360,00;550000,00;Provincia de Santa Fe;
55513;IXPAY SA;2026-06-19;1;1;Pesos;400000;1000;4;0;6;100;35,00;Personas humanas en relación de dependencia;,00;540,00;Fija;540,00;700000,00;Provincia del Chaco;
55513;IXPAY SA;2026-06-19;3;3;Pesos;600000;1000;4;0;6;100;35,00;Personas humanas en relación de dependencia;,00;168,00;Fija;168,00;390000,00;Provincia de Tierra del Fuego Antártida e Islas del Atlántico Sur;
55513;IXPAY SA;2026-06-19;1;1;Pesos;400000;1000;4;0;6;100;35,00;Personas humanas en relación de dependencia;,00;540,00;Fija;540,00;700000,00;Provincia de Corrientes;
55513;IXPAY SA;2026-06-19;2;2;Pesos;400000;1000;4;0;6;100;35,00;Personas humanas en relación de dependencia;,00;360,00;Fija;360,00;550000,00;Provincia de Río Negro;
